Price,Close,High,Low,Open,Volume
Ticker,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS
Date,,,,,
2024-07-09,144.99000549316406,149.0,139.30999755859375,139.61000061035156,55607330
2024-07-10,145.50999450683594,147.49000549316406,142.8300018310547,146.80999755859375,35970985
2024-07-11,144.13999938964844,146.39999389648438,143.1999969482422,146.39999389648438,14579725
2024-07-12,141.99000549316406,145.1699981689453,141.60000610351562,144.30999755859375,10835685
2024-07-15,141.7100067138672,142.99000549316406,141.10000610351562,142.0,10190125
2024-07-16,142.49000549316406,146.33999633789062,141.7100067138672,142.50999450683594,13525555
2024-07-18,139.89999389648438,142.49000549316406,139.27999877929688,142.49000549316406,15782025
2024-07-19,138.89999389648438,140.32000732421875,138.0,140.0,12139340
2024-07-22,139.22999572753906,141.99000549316406,136.4499969482422,138.60000610351562,12220170
2024-07-23,139.47999572753906,145.8000030517578,129.3000030517578,141.0,50345635
2024-07-24,138.94000244140625,141.94000244140625,138.50999450683594,139.5399932861328,11054015
2024-07-25,139.0399932861328,141.88999938964844,137.22999572753906,138.8000030517578,13847810
2024-07-26,142.52999877929688,145.55999755859375,139.72000122070312,140.0,27418570
2024-07-29,143.27999877929688,144.99000549316406,143.00999450683594,143.8000030517578,15066860
2024-07-30,145.85000610351562,147.0,143.27999877929688,144.0,26419965
2024-07-31,146.88999938964844,149.86000061035156,142.52999877929688,147.10000610351562,60381025
2024-08-01,147.60000610351562,150.5800018310547,143.0,144.0,68246855
2024-08-02,145.27000427246094,148.14999389648438,144.19000244140625,145.5800018310547,28345615
2024-08-05,138.1699981689453,143.83999633789062,136.1999969482422,140.0,76645360
2024-08-06,137.8800048828125,141.3300018310547,136.60000610351562,139.38999938964844,73470735
2024-08-07,138.3800048828125,140.94000244140625,137.6300048828125,140.0,75859015
2024-08-08,138.30999755859375,140.0,137.07000732421875,138.94000244140625,78456945
2024-08-09,139.0800018310547,140.77999877929688,138.30999755859375,139.41000366210938,69610135
2024-08-12,138.3000030517578,138.99000549316406,124.0,135.0,140198020
2024-08-13,137.89999389648438,140.5,137.1999969482422,138.5,73863660
2024-08-14,134.80999755859375,137.94000244140625,134.1999969482422,137.8800048828125,72605700
2024-08-16,139.47999572753906,140.0,134.1999969482422,136.60000610351562,81407100
2024-08-19,139.39999389648438,141.35000610351562,138.60000610351562,139.60000610351562,81847520
2024-08-20,139.08999633789062,140.3699951171875,138.4499969482422,139.39999389648438,59953610
2024-08-21,139.02999877929688,140.27999877929688,138.39999389648438,139.08999633789062,57432325
2024-08-22,134.74000549316406,139.5,134.1999969482422,139.10000610351562,20932485
2024-08-23,135.16000366210938,137.8000030517578,134.8000030517578,137.39999389648438,17491785
2024-08-26,132.25999450683594,135.8000030517578,132.0,134.89999389648438,17081035
2024-08-27,130.82000732421875,134.38999938964844,130.33999633789062,133.0,17230700
2024-08-28,128.30999755859375,131.77000427246094,127.62999725341797,131.39999389648438,17869550
2024-08-29,128.86000061035156,130.0,125.69999694824219,128.0,23306505
2024-08-30,126.41000366210938,129.94000244140625,125.87999725341797,129.6999969482422,23887610
2024-09-02,134.0399932861328,136.88999938964844,125.61000061035156,127.0,98612320
2024-09-03,131.82000732421875,134.39999389648438,131.41000366210938,134.0399932861328,19651745
2024-09-04,130.1699981689453,131.8000030517578,129.8000030517578,129.86000061035156,12421715
2024-09-05,128.77000427246094,131.17999267578125,128.1999969482422,130.44000244140625,11113435
2024-09-06,126.94000244140625,129.61000061035156,126.0,128.8000030517578,12745765
2024-09-09,127.04000091552734,129.0,124.19999694824219,127.0,19797785
2024-09-10,127.41000366210938,129.1999969482422,126.5999984741211,127.80000305175781,12149245
2024-09-11,125.44000244140625,127.9800033569336,125.0199966430664,127.2699966430664,8266175
2024-09-12,130.22000122070312,131.0,124.5999984741211,126.69999694824219,27540185
2024-09-13,126.69000244140625,129.32000732421875,126.19999694824219,128.52999877929688,14050150
2024-09-16,133.19000244140625,136.30999755859375,130.16000366210938,132.1999969482422,71314010
2024-09-17,133.27000427246094,134.8000030517578,130.44000244140625,133.1999969482422,19115455
2024-09-18,130.33999633789062,133.5399932861328,129.8000030517578,132.1999969482422,8772165
2024-09-19,129.9199981689453,131.61000061035156,127.4000015258789,131.0,11815300
2024-09-20,133.02999877929688,134.0,129.9199981689453,129.9199981689453,14680640
2024-09-23,134.39999389648438,134.9499969482422,132.10000610351562,134.39999389648438,16994495
2024-09-24,135.0500030517578,135.60000610351562,133.33999633789062,134.39999389648438,13647195
2024-09-25,133.47000122070312,135.39999389648438,132.0,134.0,9609500
2024-09-26,133.07000732421875,133.72999572753906,132.02000427246094,133.60000610351562,6414995
2024-09-27,130.86000061035156,134.8800048828125,129.33999633789062,133.0,15587935
2024-09-30,131.22999572753906,132.52999877929688,129.6999969482422,130.8000030517578,11055655
2024-10-01,130.63999938964844,132.16000366210938,130.39999389648438,131.0,6332320
2024-10-03,128.9499969482422,130.5800018310547,126.30999755859375,129.80999755859375,13126695
2024-10-04,128.4199981689453,129.60000610351562,127.0199966430664,127.98999786376953,10842110
2024-10-07,125.08999633789062,129.19000244140625,122.68000030517578,128.2899932861328,14298020
2024-10-08,128.1199951171875,129.17999267578125,122.63999938964844,124.9800033569336,11754080
2024-10-09,126.86000061035156,129.8000030517578,126.30999755859375,129.27999877929688,6351835
2024-10-10,129.0800018310547,129.67999267578125,126.20999908447266,128.38999938964844,8248850
2024-10-11,128.4600067138672,129.0800018310547,127.48999786376953,129.0,5549135
2024-10-14,126.88999938964844,129.13999938964844,126.19999694824219,128.5,9055005
2024-10-15,126.77999877929688,128.07000732421875,126.48999786376953,128.0,4650740
2024-10-16,125.16000366210938,127.16000366210938,124.30999755859375,126.30999755859375,8602970
2024-10-17,121.81999969482422,125.73999786376953,121.55999755859375,125.19999694824219,10127720
2024-10-18,122.27999877929688,122.77999877929688,119.01000213623047,121.80000305175781,11397560
2024-10-21,120.72000122070312,123.62000274658203,120.0,123.0,6622805
2024-10-22,117.62999725341797,121.43000030517578,116.73999786376953,120.80000305175781,12225415
2024-10-23,117.56999969482422,119.19999694824219,115.61000061035156,117.58999633789062,27091965
2024-10-24,120.97000122070312,122.4000015258789,117.0,117.55999755859375,19282830
2024-10-25,118.45999908447266,122.45999908447266,117.0199966430664,121.13999938964844,12163925
2024-10-28,119.63999938964844,121.33999633789062,114.52999877929688,117.22000122070312,18421050
2024-10-29,118.45999908447266,119.22000122070312,115.66000366210938,115.98999786376953,13248035
2024-10-30,118.41000366210938,119.95999908447266,116.80999755859375,119.0,9043955
2024-10-31,118.54000091552734,121.9800033569336,118.0,120.19999694824219,12171955
2024-11-01,119.47000122070312,119.98999786376953,118.69999694824219,119.13999938964844,1981195
2024-11-04,117.0,119.38999938964844,116.44000244140625,119.38999938964844,7362355
2024-11-05,120.69000244140625,121.4800033569336,116.19999694824219,116.98999786376953,10442775
2024-11-06,123.26000213623047,125.4000015258789,121.0999984741211,121.4800033569336,15770245
2024-11-07,119.93000030517578,123.37000274658203,119.29000091552734,123.26000213623047,8998965
2024-11-08,117.80000305175781,119.87999725341797,117.33000183105469,119.80000305175781,5967530
2024-11-11,115.79000091552734,117.5199966430664,115.5199966430664,117.0,6219065
2024-11-12,111.58999633789062,117.41999816894531,111.0,115.95999908447266,12193540
2024-11-13,109.4000015258789,119.5999984741211,108.26000213623047,112.0,62009870
2024-11-14,109.81999969482422,113.41999816894531,109.4000015258789,111.98999786376953,15479225
2024-11-18,105.37000274658203,111.4800033569336,105.0199966430664,111.19000244140625,18324215
2024-11-19,104.81999969482422,107.5199966430664,104.31999969482422,106.4000015258789,20120015
2024-11-21,95.2300033569336,98.87999725341797,86.4000015258789,87.98999786376953,203774155
2024-11-22,92.08999633789062,98.31999969482422,89.20999908447266,91.04000091552734,167468380
2024-11-25,89.33000183105469,96.0,88.19999694824219,94.76000213623047,171518630
2024-11-26,87.52999877929688,91.08000183105469,86.6500015258789,90.05999755859375,72402990
2024-11-27,104.61000061035156,105.02999877929688,86.43000030517578,87.3499984741211,290478720
2024-11-28,112.19999694824219,116.76000213623047,106.01000213623047,106.87999725341797,303878045
2024-11-29,110.95999908447266,117.5,108.55000305175781,112.19999694824219,229820320
2024-12-02,109.77999877929688,113.31999969482422,108.6500015258789,111.41000366210938,65243080
2024-12-03,108.83999633789062,111.16000366210938,108.5999984741211,110.4000015258789,44378440
2024-12-04,107.51000213623047,109.68000030517578,107.08000183105469,109.36000061035156,25326665
2024-12-05,107.48999786376953,109.87999725341797,106.76000213623047,108.0,30731525
2024-12-06,107.22000122070312,109.22000122070312,106.80000305175781,108.0,19996405
2024-12-09,107.18000030517578,108.83000183105469,106.83999633789062,107.80000305175781,18745365
2024-12-10,105.36000061035156,107.55000305175781,104.68000030517578,107.4000015258789,17148985
2024-12-11,103.8499984741211,106.11000061035156,103.5999984741211,105.4000015258789,14744440
2024-12-12,107.97000122070312,112.36000061035156,102.69999694824219,103.8499984741211,127516560
2024-12-13,107.31999969482422,108.94000244140625,106.4000015258789,107.91999816894531,30408855
2024-12-16,105.9800033569336,107.87999725341797,105.45999908447266,107.80000305175781,13110485
2024-12-17,104.91999816894531,108.31999969482422,104.4000015258789,105.80000305175781,24594885
2024-12-18,104.2300033569336,105.97000122070312,103.5,105.19999694824219,14877645
2024-12-19,101.66000366210938,103.29000091552734,101.33999633789062,102.0,17915005
2024-12-20,99.58000183105469,105.4000015258789,98.20999908447266,102.27999877929688,40395295
2024-12-23,100.81999969482422,102.0,98.93000030517578,100.9800033569336,19857165
2024-12-24,99.19999694824219,101.95999908447266,99.0,101.19999694824219,16404780
2024-12-26,101.43000030517578,103.16000366210938,99.12000274658203,99.5999984741211,33516140
2024-12-27,101.3499984741211,102.75,100.87000274658203,102.0999984741211,23359700
2024-12-30,107.88999938964844,111.77999877929688,100.30000305175781,101.5999984741211,74074430
2024-12-31,105.88999938964844,107.4800033569336,104.72000122070312,106.5999984741211,22360080
2025-01-01,105.33000183105469,106.87000274658203,105.0,106.19999694824219,15319270
2025-01-02,104.36000061035156,105.95999908447266,104.0,105.80000305175781,10282760
2025-01-03,104.08999633789062,106.44999694824219,103.61000061035156,104.5999984741211,14825280
2025-01-06,99.66000366210938,104.0,99.19999694824219,103.80000305175781,14935440
2025-01-07,101.97000122070312,104.29000091552734,99.51000213623047,99.79000091552734,28033985
2025-01-08,100.98999786376953,102.88999938964844,100.58000183105469,102.88999938964844,11560550
2025-01-09,99.58000183105469,101.76000213623047,99.26000213623047,101.4000015258789,8617130
2025-01-10,96.45999908447266,100.58000183105469,95.69000244140625,99.5999984741211,18192045
2025-01-13,89.9800033569336,95.58999633789062,89.0,95.20999908447266,26848140
2025-01-14,107.4000015258789,107.97000122070312,91.98999786376953,92.0,255567115
2025-01-15,109.88999938964844,114.37999725341797,104.5999984741211,107.98999786376953,195594835
2025-01-16,112.5999984741211,119.68000030517578,111.27999877929688,117.0,107817170
2025-01-17,110.26000213623047,114.70999908447266,109.0,112.58999633789062,51450090
2025-01-20,108.76000213623047,110.81999969482422,107.80000305175781,110.25,23244770
2025-01-21,105.75,109.94999694824219,105.25,109.0,19737435
2025-01-22,105.08999633789062,106.5999984741211,102.70999908447266,106.18000030517578,17530055
2025-01-23,104.36000061035156,107.58999633789062,103.73999786376953,105.05000305175781,21688545
2025-01-24,102.97000122070312,105.76000213623047,101.80000305175781,104.51000213623047,24715855
2025-01-27,99.37999725341797,102.97000122070312,98.5999984741211,102.97000122070312,17194780
2025-01-28,99.44000244140625,101.37000274658203,96.62999725341797,99.47000122070312,23465370
2025-01-29,104.55000305175781,105.58000183105469,99.37999725341797,100.58999633789062,39168425
2025-01-30,101.76000213623047,104.9000015258789,101.0,104.80000305175781,22191010
2025-01-31,102.63999938964844,103.2699966430664,100.8499984741211,101.69000244140625,19061955
2025-02-01,102.86000061035156,107.3499984741211,101.79000091552734,102.63999938964844,34398360
2025-02-03,100.44999694824219,103.1500015258789,99.6500015258789,101.80999755859375,14767720
2025-02-04,101.2699966430664,102.5999984741211,100.23999786376953,102.5999984741211,14110900
