Price,Close,High,Low,Open,Volume
Ticker,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS
Date,,,,,
2024-07-09,977.6036987304688,992.2650696364256,952.3508564183516,965.0018188397412,741786
2024-07-10,988.734619140625,1002.5133427680938,976.770153482046,978.3883207512959,732777
2024-07-11,949.9972534179688,989.077842742172,942.6910791169227,989.077842742172,524099
2024-07-12,918.4678955078125,950.9288654217088,911.1617216543224,950.4385189866657,490486
2024-07-15,968.3362426757812,995.4033441503732,908.41586752273,918.9583167341749,459178
2024-07-16,961.8145141601562,969.4639064309179,934.2570689742264,952.3017815287483,447511
2024-07-18,964.9037475585938,984.0762813710552,955.3910146612626,961.0790213879242,1423067
2024-07-19,947.4473266601562,965.1488802679186,939.5037386166366,964.9037070584675,648174
2024-07-22,967.5516357421875,980.692945149895,938.9154496292083,946.3196693937405,208099
2024-07-23,980.987060546875,1012.8105559764023,941.4651500724727,967.5515563297006,321889
2024-07-24,1001.4835815429688,1018.9399028446076,978.7314947439061,979.6631649517343,750738
2024-07-25,979.41796875,997.3646360707808,972.0627723187996,990.499786068327,316835
2024-07-26,977.4566650390625,989.0288297569867,973.6319386312649,979.4180509186004,171301
2024-07-29,1047.527099609375,1058.1675931698226,988.5874229636281,994.4225574367007,1283001
2024-07-30,1081.262939453125,1091.5111317535586,1047.6251271300441,1056.6965359069716,827240
2024-07-31,1110.4385986328125,1117.1072384050758,1074.201924799848,1074.201924799848,1025229
2024-08-01,1077.9285888671875,1191.5418335834563,1069.44557162367,1107.9868491879363,4006661
2024-08-02,1035.9058837890625,1077.9285475946124,1030.7081639068044,1077.9285475946124,580705
2024-08-05,996.6781616210938,1018.93990196059,986.6260596046394,999.66926293269,775218
2024-08-06,975.0048828125,1022.813601323797,968.9735975987574,1003.2488260616553,268393
2024-08-07,984.344970703125,993.4392484378332,965.861477687084,982.9193692188592,607371
2024-08-08,1013.0042114257812,1024.458109687823,981.1988421002374,994.176634378041,317550
2024-08-09,1015.9537353515625,1022.4918079341984,994.2749546944859,1019.5423123343883,147180
2024-08-12,1017.8217163085938,1029.8162830708625,979.2324843693401,983.1651449491367,638502
2024-08-13,995.8480224609375,1042.1550778609483,988.8183675081592,1015.0197432329078,575666
2024-08-14,1009.5139770507812,1017.4283841308369,983.1651042507524,997.3227057550175,1346223
2024-08-16,1051.5933837890625,1070.6668110374117,1009.710573861728,1009.710573861728,1240680
2024-08-19,1079.5645751953125,1081.4816992924914,1060.0978566019353,1060.0978566019353,840353
2024-08-20,1080.252685546875,1094.115289863466,1052.527476913693,1092.296458377773,286388
2024-08-21,1075.6319580078125,1088.511398399456,1055.5753634969772,1087.1841493542042,449397
2024-08-22,1079.662841796875,1091.2150323984115,1070.1752740231957,1080.252716888366,885144
2024-08-23,1066.68505859375,1090.1336451284974,1058.770650573308,1090.1336451284974,608995
2024-08-26,1085.6109619140625,1110.878379471999,1066.6850318823986,1066.6850318823986,834862
2024-08-27,1081.7275390625,1095.4918522157607,1073.7639247411707,1095.4918522157607,242583
2024-08-28,1078.974609375,1115.7942184190447,1075.6810299316796,1090.821798135993,785486
2024-08-29,1062.7523193359375,1088.9046083000055,1044.121387776729,1079.4170406132916,346121
2024-08-30,1054.9361572265625,1075.9267082065344,1039.598805597991,1075.9267082065344,443925
2024-09-02,1068.208984375,1075.9268071527476,1044.416434661946,1061.8184106074552,342375
