Price,Close,High,Low,Open,Volume
Ticker,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
Date,,,,,
2024-07-09,2844.36181640625,2852.390604017154,2829.6749223456327,2848.229317366646,685431
2024-07-10,2933.9033203125,2951.5766000440462,2833.934656021691,2839.5156288199328,2299950
2024-07-11,2958.968994140625,2966.7530012359516,2910.942796262206,2936.4000827414584,1968980
2024-07-12,2936.546875,2988.2938013522385,2908.886553935714,2961.8573882996466,1879930
2024-07-15,2894.787353515625,2936.400227699428,2871.337322813896,2936.400227699428,2425341
2024-07-16,2912.362548828125,2952.99629549068,2880.1003809133895,2897.235093361455,2085611
2024-07-18,2870.35791015625,2896.157746150954,2782.677097368681,2814.9882670425613,5384611
2024-07-19,2884.555419921875,2917.796713869977,2856.3565313883187,2863.944761097209,2164746
2024-07-22,2873.050537109375,2911.2854694246976,2856.258376543479,2875.6941304827324,1616347
2024-07-23,2836.627197265625,2885.7792948789406,2825.7587985763644,2873.05065164211,1906312
2024-07-24,2851.99951171875,2865.9030592090458,2825.954653075666,2840.4457720414903,1476148
2024-07-25,2840.83740234375,2847.985073277743,2825.0246057053882,2831.682713411636,1239922
2024-07-26,2888.56982421875,2902.571380375934,2840.15206868345,2841.620758370332,1359780
2024-07-29,2893.0244140625,2903.2074709502863,2874.714800167338,2891.4089512946493,854408
2024-07-30,2942.32373046875,2969.4944870930362,2908.005303572234,2911.4322458491706,2144591
2024-07-31,3020.06640625,3033.333616908847,2942.3238649463924,2942.3238649463924,3549501
2024-08-01,3034.655517578125,3063.63751572626,2998.8683996827003,3023.5423372686028,1675122
2024-08-02,3041.85205078125,3063.7356222427234,2996.126894030928,3005.918158390506,1348780
2024-08-05,3028.829345703125,3079.3523608179776,2991.524775315157,3005.868880678585,2019141
2024-08-06,3037.00537109375,3069.5613245357963,3021.6331341194955,3036.9563669638774,885743
2024-08-07,3036.711669921875,3053.4058236448914,2996.175930651477,3037.005455664756,1907105
2024-08-08,2942.666259765625,3025.2066595272886,2927.9793644003653,3015.709181666658,1280109
2024-08-09,2977.1318359375,2989.0281261135715,2904.0889106716413,2975.565138075225,1665414
2024-08-12,2989.46875,3019.625891668633,2941.0019920111554,2956.961800531541,1736881
2024-08-13,2960.437744140625,2995.931076975215,2950.1079125688234,2991.1332140756795,502260
2024-08-14,2962.689697265625,2971.452830690008,2931.553430102686,2971.452830690008,454671
2024-08-16,2984.52392578125,2990.25191061881,2940.3164661389283,2990.25191061881,514229
2024-08-19,3012.086669921875,3023.395627942857,2974.928869891109,2990.203098698877,542858
2024-08-20,3038.425048828125,3041.50944046779,3013.751110933483,3031.375386436018,668282
2024-08-21,3085.765625,3104.418029346318,3019.674597898923,3036.270741339846,1186536
2024-08-22,3120.084228515625,3131.882510198292,3090.1718696981125,3100.893255785909,1540888
2024-08-23,3088.801025390625,3131.8338222301445,3083.0242752049576,3123.4132395089528,779284
2024-08-26,3105.152587890625,3111.125115472425,3075.925569386867,3089.1437757171943,472874
2024-08-27,3100.10986328125,3136.7780980098746,3084.248063904361,3088.164569382335,1003501
2024-08-28,3060.259521484375,3099.4245769505,3053.6994225027042,3087.136492989098,538366
2024-08-29,3050.811279296875,3078.3245894258002,3028.1443582967177,3060.25975402824,849866
2024-08-30,3061.532470703125,3100.648522515117,3045.768440069131,3064.714631498317,1567031
2024-09-02,3085.17822265625,3117.5383973598614,3074.065281657704,3082.289847640968,702358
2024-09-03,3088.996826171875,3108.2855672410215,3081.800151962512,3098.885858768937,577471
2024-09-04,3164.19384765625,3184.119166223837,3089.6334652580927,3089.6334652580927,2379110
2024-09-05,3170.656005859375,3189.0146255180994,3149.8495702461546,3172.369477027523,1482119
2024-09-06,3205.365966796875,3217.311260765833,3158.0253499809933,3170.411203009902,2131256
2024-09-09,3212.268798828125,3244.8247502297972,3189.993674184876,3205.3659101957087,1272289
2024-09-10,3226.2705078125,3240.9083997547514,3202.6244617108327,3221.3258716595565,928920
2024-09-11,3297.1591796875,3312.3356390339472,3245.8040473208475,3245.8040473208475,2561892
2024-09-12,3312.629638671875,3322.1761217804396,3270.5762044794674,3299.656212908954,1643536
2024-09-13,3287.955322265625,3299.362048746183,3251.580634550987,3285.5075063646877,1029400
2024-09-16,3266.169921875,3324.0361492011148,3261.0785123587843,3289.8647331560865,1019280
